carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier D,AWB4905046889,110314877233,2026-02-13,971,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4905046889 — COD ₹971 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹971 is due by 2026-02-15 00:00:00.

AWB: AWB4905046889
Order ID: 110314877233
Delivery Date: 2026-02-13
Destination: Ahmedabad
COD Amount: ₹971

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB1348774904,110814942464,2026-02-13,713,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1348774904 — COD ₹713 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹713 is due by 2026-02-15 00:00:00.

AWB: AWB1348774904
Order ID: 110814942464
Delivery Date: 2026-02-13
Destination: Hyderabad
COD Amount: ₹713

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB2710398095,110314877854,2026-02-13,1393,2026-02-15,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB2710398095 — COD ₹1,393 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹1,393 is due by 2026-02-15 00:00:00.

AWB: AWB2710398095
Order ID: 110314877854
Delivery Date: 2026-02-13
Destination: Karnal
COD Amount: ₹1,393

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3560679485,110814949070,2026-02-13,349,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3560679485 — COD ₹349 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹349 is due by 2026-02-15 00:00:00.

AWB: AWB3560679485
Order ID: 110814949070
Delivery Date: 2026-02-13
Destination: Kishangarh
COD Amount: ₹349

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB3485673790,110514903074,2026-02-13,499,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3485673790 — COD ₹499 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-02-15 00:00:00.

AWB: AWB3485673790
Order ID: 110514903074
Delivery Date: 2026-02-13
Destination: East Sikkim
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB7846856371,111114972972,2026-02-13,782,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7846856371 — COD ₹782 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹782 is due by 2026-02-15 00:00:00.

AWB: AWB7846856371
Order ID: 111114972972
Delivery Date: 2026-02-13
Destination: Mumbai
COD Amount: ₹782

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB5823058813,111114975325,2026-02-13,1641,2026-02-15,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5823058813 — COD ₹1,641 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹1,641 is due by 2026-02-15 00:00:00.

AWB: AWB5823058813
Order ID: 111114975325
Delivery Date: 2026-02-13
Destination: West Delhi
COD Amount: ₹1,641

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6986585901,111014969784,2026-02-13,811,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6986585901 — COD ₹811 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹811 is due by 2026-02-15 00:00:00.

AWB: AWB6986585901
Order ID: 111014969784
Delivery Date: 2026-02-13
Destination: North West Delhi
COD Amount: ₹811

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9956469207,110914957037,2026-02-13,512,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9956469207 — COD ₹512 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹512 is due by 2026-02-15 00:00:00.

AWB: AWB9956469207
Order ID: 110914957037
Delivery Date: 2026-02-13
Destination: Mumbai
COD Amount: ₹512

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB5854887692,111014962860,2026-02-13,1249,2026-02-15,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5854887692 — COD ₹1,249 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹1,249 is due by 2026-02-15 00:00:00.

AWB: AWB5854887692
Order ID: 111014962860
Delivery Date: 2026-02-13
Destination: Gurgaon
COD Amount: ₹1,249

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB4523048433,110314876116,2026-02-13,1197,2026-02-15,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4523048433 — COD ₹1,197 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹1,197 is due by 2026-02-15 00:00:00.

AWB: AWB4523048433
Order ID: 110314876116
Delivery Date: 2026-02-13
Destination: Nashik
COD Amount: ₹1,197

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6607545105,102914826439,2026-02-13,949,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6607545105 — COD ₹949 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹949 is due by 2026-02-15 00:00:00.

AWB: AWB6607545105
Order ID: 102914826439
Delivery Date: 2026-02-13
Destination: Lawngtlai
COD Amount: ₹949

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8809672380,102914824378,2026-02-13,936,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8809672380 — COD ₹936 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹936 is due by 2026-02-15 00:00:00.

AWB: AWB8809672380
Order ID: 102914824378
Delivery Date: 2026-02-13
Destination: Hyderabad
COD Amount: ₹936

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB4771395630,110314880937,2026-02-13,799,2026-02-15,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4771395630 — COD ₹799 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹799 is due by 2026-02-15 00:00:00.

AWB: AWB4771395630
Order ID: 110314880937
Delivery Date: 2026-02-13
Destination: Mumbai
COD Amount: ₹799

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB3892005272,110714932310,2026-02-13,1399,2026-02-15,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3892005272 — COD ₹1,399 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-13. Per the 2-day remittance SLA, payment of ₹1,399 is due by 2026-02-15 00:00:00.

AWB: AWB3892005272
Order ID: 110714932310
Delivery Date: 2026-02-13
Destination: Gurgaon
COD Amount: ₹1,399

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB9262416844,110914961091,2026-02-14,1073,2026-02-16,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9262416844 — COD ₹1,073 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹1,073 is due by 2026-02-16 00:00:00.

AWB: AWB9262416844
Order ID: 110914961091
Delivery Date: 2026-02-14
Destination: Roorkeeoo
COD Amount: ₹1,073

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB7099443928,110914949970,2026-02-14,199,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7099443928 — COD ₹199 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹199 is due by 2026-02-16 00:00:00.

AWB: AWB7099443928
Order ID: 110914949970
Delivery Date: 2026-02-14
Destination: Kota
COD Amount: ₹199

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7887969332,110814944192,2026-02-14,929,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7887969332 — COD ₹929 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹929 is due by 2026-02-16 00:00:00.

AWB: AWB7887969332
Order ID: 110814944192
Delivery Date: 2026-02-14
Destination: Faridabad
COD Amount: ₹929

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7589002958,110714926608,2026-02-14,528,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7589002958 — COD ₹528 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹528 is due by 2026-02-16 00:00:00.

AWB: AWB7589002958
Order ID: 110714926608
Delivery Date: 2026-02-14
Destination: Shimla
COD Amount: ₹528

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB6266414494,110614912183,2026-02-14,717,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6266414494 — COD ₹717 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹717 is due by 2026-02-16 00:00:00.

AWB: AWB6266414494
Order ID: 110614912183
Delivery Date: 2026-02-14
Destination: JAINTIA HILLS
COD Amount: ₹717

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB4242693472,110914951064,2026-02-14,1338,2026-02-16,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4242693472 — COD ₹1,338 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹1,338 is due by 2026-02-16 00:00:00.

AWB: AWB4242693472
Order ID: 110914951064
Delivery Date: 2026-02-14
Destination: Vadodara
COD Amount: ₹1,338

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6743173139,111114973878,2026-02-14,689,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6743173139 — COD ₹689 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹689 is due by 2026-02-16 00:00:00.

AWB: AWB6743173139
Order ID: 111114973878
Delivery Date: 2026-02-14
Destination: roorkee
COD Amount: ₹689

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9689907925,111014972685,2026-02-14,877,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9689907925 — COD ₹877 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹877 is due by 2026-02-16 00:00:00.

AWB: AWB9689907925
Order ID: 111014972685
Delivery Date: 2026-02-14
Destination: Mumbai
COD Amount: ₹877

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB0620231106,110714930510,2026-02-14,592,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0620231106 — COD ₹592 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹592 is due by 2026-02-16 00:00:00.

AWB: AWB0620231106
Order ID: 110714930510
Delivery Date: 2026-02-14
Destination: Jaipur
COD Amount: ₹592

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6015523535,110714935324,2026-02-14,231,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6015523535 — COD ₹231 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹231 is due by 2026-02-16 00:00:00.

AWB: AWB6015523535
Order ID: 110714935324
Delivery Date: 2026-02-14
Destination: Prakasam
COD Amount: ₹231

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6901792138,110614914370,2026-02-14,717,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6901792138 — COD ₹717 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹717 is due by 2026-02-16 00:00:00.

AWB: AWB6901792138
Order ID: 110614914370
Delivery Date: 2026-02-14
Destination: Golaghat
COD Amount: ₹717

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6310810191,100614538260,2026-02-14,969,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6310810191 — COD ₹969 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹969 is due by 2026-02-16 00:00:00.

AWB: AWB6310810191
Order ID: 100614538260
Delivery Date: 2026-02-14
Destination: Srikakulam
COD Amount: ₹969

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB0999143659,101614680179,2026-02-14,1159,2026-02-16,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB0999143659 — COD ₹1,159 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹1,159 is due by 2026-02-16 00:00:00.

AWB: AWB0999143659
Order ID: 101614680179
Delivery Date: 2026-02-14
Destination: Papum Pare
COD Amount: ₹1,159

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB9312962111,101414647039,2026-02-14,469,2026-02-16,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9312962111 — COD ₹469 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-14. Per the 2-day remittance SLA, payment of ₹469 is due by 2026-02-16 00:00:00.

AWB: AWB9312962111
Order ID: 101414647039
Delivery Date: 2026-02-14
Destination: Bhopal
COD Amount: ₹469

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB2204861707,111014966458,2026-02-15,4850,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB2204861707 — COD ₹4,850 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹4,850 is due by 2026-02-17 00:00:00.

AWB: AWB2204861707
Order ID: 111014966458
Delivery Date: 2026-02-15
Destination: South Delhi
COD Amount: ₹4,850

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB9165616392,111014963285,2026-02-15,1984,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9165616392 — COD ₹1,984 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹1,984 is due by 2026-02-17 00:00:00.

AWB: AWB9165616392
Order ID: 111014963285
Delivery Date: 2026-02-15
Destination: Bangalore
COD Amount: ₹1,984

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB5896818271,110614920641,2026-02-15,649,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5896818271 — COD ₹649 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹649 is due by 2026-02-17 00:00:00.

AWB: AWB5896818271
Order ID: 110614920641
Delivery Date: 2026-02-15
Destination: Patiala
COD Amount: ₹649

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB6911793570,103014831572,2026-02-15,499,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6911793570 — COD ₹499 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹499 is due by 2026-02-17 00:00:00.

AWB: AWB6911793570
Order ID: 103014831572
Delivery Date: 2026-02-15
Destination: Gurgaon
COD Amount: ₹499

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9305755527,110914956353,2026-02-15,1198,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9305755527 — COD ₹1,198 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹1,198 is due by 2026-02-17 00:00:00.

AWB: AWB9305755527
Order ID: 110914956353
Delivery Date: 2026-02-15
Destination: Bangalore
COD Amount: ₹1,198

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB7064354379,110114856370,2026-02-15,1025,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB7064354379 — COD ₹1,025 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹1,025 is due by 2026-02-17 00:00:00.

AWB: AWB7064354379
Order ID: 110114856370
Delivery Date: 2026-02-15
Destination: Ludhiana
COD Amount: ₹1,025

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB0937444738,110214871736,2026-02-15,849,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0937444738 — COD ₹849 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹849 is due by 2026-02-17 00:00:00.

AWB: AWB0937444738
Order ID: 110214871736
Delivery Date: 2026-02-15
Destination: Bangalore
COD Amount: ₹849

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB9112063110,110714926650,2026-02-15,1198,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9112063110 — COD ₹1,198 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹1,198 is due by 2026-02-17 00:00:00.

AWB: AWB9112063110
Order ID: 110714926650
Delivery Date: 2026-02-15
Destination: Prakasam
COD Amount: ₹1,198

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB2342328778,110514910070,2026-02-15,925,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB2342328778 — COD ₹925 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹925 is due by 2026-02-17 00:00:00.

AWB: AWB2342328778
Order ID: 110514910070
Delivery Date: 2026-02-15
Destination: Gurgaon
COD Amount: ₹925

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB9525307474,110914954952,2026-02-15,1133,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9525307474 — COD ₹1,133 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹1,133 is due by 2026-02-17 00:00:00.

AWB: AWB9525307474
Order ID: 110914954952
Delivery Date: 2026-02-15
Destination: Kanchipuram
COD Amount: ₹1,133

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB9900997954,110914951465,2026-02-15,899,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9900997954 — COD ₹899 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹899 is due by 2026-02-17 00:00:00.

AWB: AWB9900997954
Order ID: 110914951465
Delivery Date: 2026-02-15
Destination: Khorda
COD Amount: ₹899

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9034220684,110814942609,2026-02-15,2158,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB9034220684 — COD ₹2,158 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹2,158 is due by 2026-02-17 00:00:00.

AWB: AWB9034220684
Order ID: 110814942609
Delivery Date: 2026-02-15
Destination: Ahmedabad
COD Amount: ₹2,158

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8246975598,111014961359,2026-02-15,2136,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8246975598 — COD ₹2,136 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹2,136 is due by 2026-02-17 00:00:00.

AWB: AWB8246975598
Order ID: 111014961359
Delivery Date: 2026-02-15
Destination: Kheda
COD Amount: ₹2,136

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB0935651260,110914950472,2026-02-15,889,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0935651260 — COD ₹889 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹889 is due by 2026-02-17 00:00:00.

AWB: AWB0935651260
Order ID: 110914950472
Delivery Date: 2026-02-15
Destination: Faridabad
COD Amount: ₹889

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8919639420,110814948363,2026-02-15,912,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8919639420 — COD ₹912 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹912 is due by 2026-02-17 00:00:00.

AWB: AWB8919639420
Order ID: 110814948363
Delivery Date: 2026-02-15
Destination: Hyderabad
COD Amount: ₹912

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB2719575463,110514901534,2026-02-15,1123,2026-02-17,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB2719575463 — COD ₹1,123 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹1,123 is due by 2026-02-17 00:00:00.

AWB: AWB2719575463
Order ID: 110514901534
Delivery Date: 2026-02-15
Destination: Kangra
COD Amount: ₹1,123

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8564141728,110914956188,2026-02-15,899,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8564141728 — COD ₹899 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹899 is due by 2026-02-17 00:00:00.

AWB: AWB8564141728
Order ID: 110914956188
Delivery Date: 2026-02-15
Destination: North 24 Parganas
COD Amount: ₹899

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3780299304,100614534302,2026-02-15,559,2026-02-17,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3780299304 — COD ₹559 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-02-15. Per the 2-day remittance SLA, payment of ₹559 is due by 2026-02-17 00:00:00.

AWB: AWB3780299304
Order ID: 100614534302
Delivery Date: 2026-02-15
Destination: Gurdaspur
COD Amount: ₹559

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
